Handle,Title,"Body (HTML)",Vendor,"Product Category",Type,Tags,Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Qty","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Variant Image"
hollister-backyard-sweatshirt,"Hollister Backyard Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Red,,,MH05-M-Red,0,100,52.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh05-green_main.jpg,
hollister-backyard-sweatshirt,"Hollister Backyard Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,White,,,MH05-M-White,0,100,52.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh05-green_main.jpg,
hollister-backyard-sweatshirt,"Hollister Backyard Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Green,,,MH05-S-Green,0,100,52.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh05-green_main.jpg,
hollister-backyard-sweatshirt,"Hollister Backyard Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Red,,,MH05-S-Red,0,100,52.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh05-green_main.jpg,
hollister-backyard-sweatshirt,"Hollister Backyard Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,White,,,MH05-S-White,0,100,52.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh05-green_main.jpg,
hollister-backyard-sweatshirt,"Hollister Backyard Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Green,,,MH05-XL-Green,0,100,52.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh05-green_main.jpg,
hollister-backyard-sweatshirt,"Hollister Backyard Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Red,,,MH05-XL-Red,0,100,52.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh05-green_main.jpg,
hollister-backyard-sweatshirt,"Hollister Backyard Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,White,,,MH05-XL-White,0,100,52.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh05-green_main.jpg,
hollister-backyard-sweatshirt,"Hollister Backyard Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Green,,,MH05-XS-Green,0,100,52.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh05-green_main.jpg,
hollister-backyard-sweatshirt,"Hollister Backyard Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Red,,,MH05-XS-Red,0,100,52.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh05-green_main.jpg,
hollister-backyard-sweatshirt,"Hollister Backyard Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,White,,,MH05-XS-White,0,100,52.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh05-green_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Black,,,MH06-L-Black,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Blue,,,MH06-L-Blue,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Purple,,,MH06-L-Purple,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Black,,,MH06-M-Black,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Blue,,,MH06-M-Blue,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Purple,,,MH06-M-Purple,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Black,,,MH06-S-Black,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Blue,,,MH06-S-Blue,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Purple,,,MH06-S-Purple,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Black,,,MH06-XL-Black,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Blue,,,MH06-XL-Blue,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Purple,,,MH06-XL-Purple,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Black,,,MH06-XS-Black,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Blue,,,MH06-XS-Blue,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
stark-fundamental-hoodie,"Stark Fundamental Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Purple,,,MH06-XS-Purple,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh06-black_main.jpg,
hero-hoodie,"Hero Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Black,,,MH07-L-Black,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
hero-hoodie,"Hero Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Gray,,,MH07-L-Gray,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
hero-hoodie,"Hero Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Green,,,MH07-L-Green,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
hero-hoodie-m-black,"Hero Hoodie-M-Black",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Black,,,MH07-M-Black,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
hero-hoodie-m-black,"Hero Hoodie-M-Black",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Gray,,,MH07-M-Gray,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
hero-hoodie-m-black,"Hero Hoodie-M-Black",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Green,,,MH07-M-Green,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
hero-hoodie-m-black,"Hero Hoodie-M-Black",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Black,,,MH07-S-Black,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
hero-hoodie-m-black,"Hero Hoodie-M-Black",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Gray,,,MH07-S-Gray,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
hero-hoodie-m-black,"Hero Hoodie-M-Black",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Green,,,MH07-S-Green,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
hero-hoodie-m-black,"Hero Hoodie-M-Black",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Black,,,MH07-XL-Black,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
hero-hoodie-m-black,"Hero Hoodie-M-Black",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Gray,,,MH07-XL-Gray,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
hero-hoodie-m-black,"Hero Hoodie-M-Black",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Green,,,MH07-XL-Green,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
hero-hoodie-m-black,"Hero Hoodie-M-Black",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Black,,,MH07-XS-Black,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
hero-hoodie-m-black,"Hero Hoodie-M-Black",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Gray,,,MH07-XS-Gray,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
hero-hoodie-m-black,"Hero Hoodie-M-Black",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Green,,,MH07-XS-Green,0,100,54.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh07-black_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Brown,,,MH08-L-Brown,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Purple,,,MH08-L-Purple,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Red,,,MH08-L-Red,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Brown,,,MH08-M-Brown,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Purple,,,MH08-M-Purple,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Red,,,MH08-M-Red,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Brown,,,MH08-S-Brown,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Purple,,,MH08-S-Purple,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Red,,,MH08-S-Red,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Brown,,,MH08-XL-Brown,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Purple,,,MH08-XL-Purple,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Red,,,MH08-XL-Red,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Brown,,,MH08-XS-Brown,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Purple,,,MH08-XS-Purple,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
oslo-trek-hoodie,"Oslo Trek Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Red,,,MH08-XS-Red,0,100,42.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh08-brown_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Blue,,,MH09-L-Blue,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Green,,,MH09-L-Green,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Red,,,MH09-L-Red,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Blue,,,MH09-M-Blue,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Green,,,MH09-M-Green,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Red,,,MH09-M-Red,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Blue,,,MH09-S-Blue,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Green,,,MH09-S-Green,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Red,,,MH09-S-Red,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Blue,,,MH09-XL-Blue,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Green,,,MH09-XL-Green,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Red,,,MH09-XL-Red,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Blue,,,MH09-XS-Blue,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Green,,,MH09-XS-Green,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
abominable-hoodie,"Abominable Hoodie",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Red,,,MH09-XS-Red,0,100,69.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh09-blue_main.jpg,
mach-street-sweatshirt,"Mach Street Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Black,,,MH10-L-Black,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-black_main.jpg,
mach-street-sweatshirt,"Mach Street Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Blue,,,MH10-L-Blue,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-black_main.jpg,
mach-street-sweatshirt,"Mach Street Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Red,,,MH10-L-Red,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-black_main.jpg,
mach-street-sweatshirt,"Mach Street Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Black,,,MH10-M-Black,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-black_main.jpg,
mach-street-sweatshirt,"Mach Street Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Blue,,,MH10-M-Blue,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-black_main.jpg,
mach-street-sweatshirt-m-red,"Mach Street Sweatshirt -M-Red",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Red,,,MH10-M-Red,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-red_main.jpg,
mach-street-sweatshirt-m-red,"Mach Street Sweatshirt -M-Red",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Black,,,MH10-S-Black,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-red_main.jpg,
mach-street-sweatshirt-m-red,"Mach Street Sweatshirt -M-Red",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Blue,,,MH10-S-Blue,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-red_main.jpg,
mach-street-sweatshirt-m-red,"Mach Street Sweatshirt -M-Red",,,"Hoodies & Sweatshirts",,,TRUE,Size,S,Color,Red,,,MH10-S-Red,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-red_main.jpg,
mach-street-sweatshirt-m-red,"Mach Street Sweatshirt -M-Red",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Black,,,MH10-XL-Black,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-red_main.jpg,
mach-street-sweatshirt-m-red,"Mach Street Sweatshirt -M-Red",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Blue,,,MH10-XL-Blue,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-red_main.jpg,
mach-street-sweatshirt-m-red,"Mach Street Sweatshirt -M-Red",,,"Hoodies & Sweatshirts",,,TRUE,Size,XL,Color,Red,,,MH10-XL-Red,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-red_main.jpg,
mach-street-sweatshirt-m-red,"Mach Street Sweatshirt -M-Red",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Black,,,MH10-XS-Black,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-red_main.jpg,
mach-street-sweatshirt-m-red,"Mach Street Sweatshirt -M-Red",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Blue,,,MH10-XS-Blue,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-red_main.jpg,
mach-street-sweatshirt-m-red,"Mach Street Sweatshirt -M-Red",,,"Hoodies & Sweatshirts",,,TRUE,Size,XS,Color,Red,,,MH10-XS-Red,0,100,62.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh10-red_main.jpg,
grayson-crewneck-sweatshirt,"Grayson Crewneck Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Orange,,,MH11-L-Orange,0,100,64.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh11-orange_main.jpg,
grayson-crewneck-sweatshirt,"Grayson Crewneck Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,Red,,,MH11-L-Red,0,100,64.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh11-orange_main.jpg,
grayson-crewneck-sweatshirt,"Grayson Crewneck Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,L,Color,White,,,MH11-L-White,0,100,64.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh11-orange_main.jpg,
grayson-crewneck-sweatshirt,"Grayson Crewneck Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Orange,,,MH11-M-Orange,0,100,64.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh11-orange_main.jpg,
grayson-crewneck-sweatshirt,"Grayson Crewneck Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,Red,,,MH11-M-Red,0,100,64.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh11-orange_main.jpg,
grayson-crewneck-sweatshirt,"Grayson Crewneck Sweatshirt",,,"Hoodies & Sweatshirts",,,TRUE,Size,M,Color,White,,,MH11-M-White,0,100,64.00,,TRUE,TRUE,,https://github.com/iconicwp/woocommerce-sample-data/raw/main/images/mh11-orange_main.jpg,
